name,type,deal_date,market_median,multiplier,LTM,age,ID,price
"""Booty Me Down"" & More KStylis Hits - Publisher Royalties",life_of_rights,2024-09-24,,8.26,7628.0,9.24,5283,63001.0
"Publishing Royalties for ""Fine Girl"" by ZieZie",life_of_rights,2024-09-25,,3.66,15840.0,6.32,5865,57900.0
"J. Cole, E-40, 2Pac, B-Legit + more - Songwriting Royalties",life_of_rights,2024-09-18,,10.46,10663.0,17.61,5860,111500.0
Film Score Royalties from Shrek,life_of_rights,2024-09-20,,17.26,6201.0,19.78,5832,107000.0
90’s R&B Featured in Sitcom “Friends”,life_of_rights,2024-09-20,,6.99,6008.0,26.43,5209,42000.0
Producer Royalties from Drake Tracks,life_of_rights,,,10.79,10193.0,8.51,5850,110000.0
Music Used in Film and Television - Songwriting Royalties,fixed_return,2024-09-20,,3.31,8768.0,3.6,5870,29000.0
"Demi Lovato, Ella Mai, Camila Cabello + More - Publishing Royalties",life_of_rights,2024-09-16,,6.32,26727.0,4.47,5782,169000.0
"aespa, SuperM, EXO, NCT Dream, + more - Songwriter Royalties",life_of_rights,2024-09-19,,4.15,31335.0,4.28,5867,130000.0
Sound Recording Royalties for Switch,fixed_return,2024-09-15,,4.39,28724.0,44.96,5787,126000.0
Sound Recording Royalties for David Houston,life_of_rights,2024-09-16,,6.93,10097.0,50.06,5841,70001.0
"Migos, Kevin Gates + More Publishing Royalties",life_of_rights,2024-09-11,,5.45,8067.0,5.05,5603,44000.0
Lil Dicky’s “Professional Rapper” feat. Snoop Dogg + More Songwriter Royalties,life_of_rights,2024-09-09,,9.45,3917.0,9.01,5336,37000.0
"""Familia"" from Spider-Man Movie + K-Pop Hit",life_of_rights,2024-09-06,,6.52,6903.0,3.91,5006,45000.0
"NCT 127's hit ""Lemonade"" - Songwriting Royalties",life_of_rights,2024-09-03,,5.39,12900.0,2.75,5747,69500.0
"Hip-Hop Publishing feat. NoCap, Quando Rondo and More",life_of_rights,2024-08-29,,4.58,17484.0,5.11,5639,80100.0
"NBA Youngboy, Quando Rondo, & more - Publishing Royalties",fixed_return,2024-08-31,,2.54,5910.0,2.0,5838,15000.0
DJ Khaled’s “GREECE” (ft. Drake) + More Songwriter Royalties,partial_30_year,2024-08-27,,7.3,9314.0,3.65,5713,68000.0
"""Petty Too"" by Lil Durk - Songwriter Royalties",life_of_rights,2024-08-29,,6.07,4445.0,2.31,5473,27000.0
"Music Placed in TV & Film - Un Si Grand Soleil, Ginny & Georgia, Awake + More",life_of_rights,2024-08-29,,7.92,1515.0,5.37,5827,12000.0
"Devin Kennedy, Spencer Sutherland + More Songwriter Royalties",30_year,2024-08-28,,7.24,1629.0,4.11,5826,11800.0
Lo-Fi Hip-Hop Royalties Featuring Smeyeul,partial_30_year,2024-08-28,,7.05,2128.0,4.72,5125,15000.0
"Nathan Dawe feat. KSI, Talia Mar + More - Producer Royalties",life_of_rights,2024-08-28,,3.67,12672.0,2.76,5820,46500.0
"Travis Scott's Hit Single ""FRANCHISE"" - Songwriter Royalties",partial_10_year,2024-08-28,,3.44,2328.0,3.76,4702,8000.0
"K-Pop & J-Pop Publishing Royalties Feat. AAA, LOONA + More",life_of_rights,2024-08-28,,4.72,14183.0,4.0,5829,67000.0
"Publishing: NBA YoungBoy's ""Carter Son""",life_of_rights,2024-08-28,,4.24,5540.0,4.7,5633,23500.0
$uicideBoy$ & M.C. Mack - Publishing Royalties,life_of_rights,2024-08-27,,6.23,11715.0,6.71,5811,73000.0
"Cardi B & Megan Thee Stallion’s ""WAP"" - Producer Royalties",life_of_rights,2024-08-24,,5.56,41369.0,3.9,5803,230000.0
"One Ok Rock, 5 Seconds of Summer + More Publishing Royalties",life_of_rights,2024-08-23,,8.22,7052.0,7.24,5613,58000.0
"Warren Zeiders, Martina McBride + More Publishing Royalties",life_of_rights,2024-08-23,,4.01,52129.0,4.67,5817,209000.0
"Warren Zeiders, Eric Paslay, Martina McBride + More Songwriter Royalties",life_of_rights,2024-08-22,,8.83,27735.0,7.27,5816,245000.0
Soulja Boy & Beyoncé - Songwriter Royalties,life_of_rights,2024-08-20,,10.46,4447.0,14.78,4258,46500.0
Streaming-Driven Hip-Hop/Pop Featuring Beyoncé,life_of_rights,2024-08-19,,8.43,2088.0,11.41,5193,17600.0
YFN Lucci & Bankroll Fresh - Publishing Royalties,life_of_rights,2024-08-17,,7.43,9831.0,9.4,5808,73000.0
"Iconic 90s Hit ""I Got 5 On It"" and More - Songwriter Royalties",life_of_rights,2024-08-16,,13.27,17710.0,28.02,5215,235000.0
"Publishing - ""Shooters Inside My Crib"" by Quavo + More",life_of_rights,2024-08-16,,6.29,1970.0,2.58,5597,12400.0
Book Royalties from How to Draw Cool Stuff,life_of_rights,2024-08-13,,5.87,34089.0,10.01,5801,200000.0
"Film Scores from Stanford Prison Experiment, Villains, Submarine + more",life_of_rights,2024-08-15,,6.04,9940.0,8.04,5744,60000.0
"Breach, Cosmic Sin + More Film/TV Music",fixed_return,2024-08-14,,2.53,35719.0,4.75,5796,90500.0
R&B and Hip-Hop Songwriter Royalties featuring Zayn and More,partial_10_year,2024-08-13,,5.98,1531.0,4.36,5084,9150.0
"Trey Songz, K. Michelle + More Publisher Royalties",life_of_rights,2024-08-12,,8.61,7431.0,11.62,5794,64000.0
Songwriting Royalties for G Herbo,life_of_rights,2024-08-11,,5.48,8395.0,3.33,5802,46000.0
"""Choices"" by E-40 - Publishing Royalties",life_of_rights,2024-08-09,,10.3,9222.0,10.01,4939,95000.0
"Music for Television Including ""Black Lady Sketch Show"" and ""Real Housewives""",partial_10_year,2024-08-05,,4.22,5167.0,4.56,5731,21800.0
"""Ice Cream Paint Job"" by Dorrough - Publishing Royalties",life_of_rights,2024-08-06,,4.09,8014.0,15.23,5797,32800.0
"Rvssian, Rauw Alejandro, Chris Brown + more - Songwriting Royalties",fixed_return,2024-08-02,,2.22,15539.0,3.38,5789,34500.0
"Royalties Featuring Birdman, NBA YoungBoy and Young Thug",partial_30_year,2024-08-02,,7.04,3226.0,5.21,5120,22700.0
"Cardi B's “Bodak Yellow"" & More",life_of_rights,2024-07-31,,10.76,8751.0,6.94,3158,94199.0
"Trey Songz, K. Michelle + More Songwriter Royalties",life_of_rights,2024-07-31,,9.01,3441.0,11.47,5785,31000.0
"Sigala & Talia Mar's ""Stay The Night"" - Publishing Royalties",life_of_rights,2024-07-31,,3.6,27784.0,2.12,5790,100000.0
"RL Grime, G Eazy, Machine Gun Kelly, + more - Songwriting Royalties",30_year,2024-07-31,,6.32,7379.0,5.85,5783,46675.0
"Math Hoffa's Podcast ""My Expert Opinion"" - YouTube Royalties",fixed_return,2024-07-27,,0.96,576102.0,0.94,5728,555000.0
Royalties From Adina Howard’s “Freak Like Me”,life_of_rights,2024-07-27,,10.66,2813.0,28.3,5775,30000.0
Songwriter Royalties for Jerry Garcia of The Grateful Dead,fixed_return,2024-07-26,,2.09,42194.0,47.17,5784,88000.0
Kay Flock’s “Opp Spotter” + More Publishing Royalties ,life_of_rights,2024-07-26,,5.24,12250.0,3.68,5772,64200.0
NBA YoungBoy's “Valuable Pain” — Songwriter Royalties,life_of_rights,2024-07-25,,10.55,4552.0,5.5,3804,48000.0
Independent Dark Pop from Simon Curtis - Songwriter Royalties,life_of_rights,2024-07-25,,9.85,7109.0,13.37,5083,69999.0
"Skan & Krale, Brevis, Drama B + More - Songwriting Royalties",life_of_rights,2024-07-24,,7.4,6416.0,6.74,5716,47500.0
"Publishing Royalties: Ray J's ""Sexy Can I""",life_of_rights,2024-07-24,,11.41,10127.0,16.76,4508,115580.0
"Trey Songz's ""Dive In"" - Publishing Royalties",life_of_rights,2024-07-23,,8.17,3315.0,11.63,5760,27100.0
Sound Recording Royalties for OJ Da Juiceman,fixed_return,2024-07-23,,4.11,17656.0,8.45,5781,72500.0
Royalties From Waka Flocka Flame Recordings,fixed_return,2024-07-18,,4.78,5502.0,11.33,5773,26300.0
Sound Recording Royalties for Token,fixed_return,2024-07-17,,3.66,3497.0,5.14,5769,12800.0
"Performance Royalties for TV/Film Music Featured on Apple+, Netflix, Hulu, & more  ",fixed_return,2024-07-16,,2.86,6290.0,3.82,5766,18000.0
Baby Money - Sound Recording Royalties,fixed_return,2024-07-12,,2.1,88124.0,2.98,5770,185000.0
Sound Recording Royalties for OJ Da Juiceman,fixed_return,2024-07-08,,3.71,26926.0,11.86,5741,100000.0
"OJ Da Juiceman, Gucci Mane, and More - Publishing Royalties",fixed_return,2024-06-28,,3.27,5661.0,14.33,5735,18500.0
"Veeze, Babyface Ray, Icewear Vezzo + More - Songwriter Royalties",fixed_return,2024-06-19,,2.1,28552.0,2.36,5732,60000.0
"OJ Da Juiceman, Gucci Mane, and more - Songwriting Royalties",fixed_return,2024-06-15,,4.63,5490.0,12.33,5729,25400.0
Althea René - Sound Recording Royalties,fixed_return,2024-06-12,,4.05,16771.0,9.14,5719,68000.0
"Eminem's ""Hustlers & Hardcore"" - Sound Recording Royalties",fixed_return,2024-05-15,,4.38,12776.0,25.03,5673,56000.0
Songs by Kenny Lewis & One Voice - Sound Recording Royalties,fixed_return,2024-05-10,,3.15,33591.0,6.83,5666,105900.0
Music Used In Promo & Advertising,fixed_return,2024-04-24,,1.67,13153.0,4.33,5655,22000.0
Dem Franchize Boyz - Artist Royalties,fixed_return,2024-04-03,,4.15,5905.0,18.86,5607,24500.0
Yellowcard - Publishing Royalties,fixed_return,2024-03-29,,4.76,30043.0,20.18,5593,143050.0
Bobby Messano - Sound Recording Royalties,fixed_return,2024-03-23,,3.39,3065.0,13.21,5590,10400.0
Gavin Magnus - YouTube Royalties,fixed_return,2024-03-15,,2.8,114386.0,1.0,5489,320000.0
A Share of Jerry Garcia’s Record Royalties,fixed_return,2024-03-01,,3.42,50000.0,56.0,5557,171150.0
Common Tribe - Sound Recording Royalties,fixed_return,2024-02-27,,1.65,78642.0,1.22,5552,130000.0
A Share of Jerry Garcia’s Record Royalties,fixed_return,2024-02-16,,3.8,50000.0,56.0,5531,190000.0
Lofi Instrumental - Label Royalties,fixed_return,2024-02-02,,2.07,20018.0,1.02,5507,41500.0
Sound Recording Royalties From Background Music Playlists,fixed_return,2024-01-16,,1.5,406037.0,1.9,5450,610000.0
"Kiya Juliet, Rayy Dubb & John Gabbana - Sound Recording Royalties",fixed_return,2024-01-04,,2.62,21354.0,4.21,5420,56000.0
Pop/Rock Band - Panicland - Sound Recording Royalties,fixed_return,2023-12-23,,2.74,16209.0,4.42,5451,44444.0
"""At The Club"" by Jacquees feat Dej Loaf - Publishing Royalties",fixed_return,2023-12-14,,2.33,36539.0,6.59,5427,85000.0
Power ft. 50 Cent + More Film & TV Music,fixed_return,2023-11-21,,2.2,38179.0,3.49,5395,84000.0
The Boss Starring Melissa McCarthy + More Film & TV Music,fixed_return,2023-11-19,,3.97,10572.0,5.6,5401,42000.0
Worldwide Film and TV Music - Songwriter Royalties,fixed_return,2023-11-10,,1.59,52535.0,3.94,5392,83500.0
Hip-Hop Artist 7oh2 - Sound Recording Royalties,fixed_return,2023-11-05,,0.99,95890.0,2.4,5320,95000.0
David Morris - Sound Recording Royalties,fixed_return,2023-10-19,,2.16,125165.0,1.61,5365,270000.0
Artist Jon Wolfe - Sound Recording Royalties,fixed_return,2023-10-17,,3.65,113372.0,8.09,5347,414000.0
Hollywood Anderson Sound Recording Royalties,fixed_return,2023-10-13,,3.34,3817.0,7.25,5366,12764.0
Mgm Lett - Sound Recording Royalties,fixed_return,2023-10-11,,2.09,23519.0,2.58,5353,49222.0
Music Placed in International TV,fixed_return,2023-10-02,,2.99,10954.0,2.83,5331,32750.0
Iconic Producer Jahlil Beats - Sound Recording Royalties,fixed_return,2023-09-29,,3.23,12743.0,7.22,5335,41178.0
"Justin Bieber's ""Favorite Girl"" + More Publishing Royalties",10_year,2023-09-21,,3.66,10244.0,11.71,5326,37500.0
"Dateline, Love & Hip-Hop, Catfish + More TV Music",fixed_return,2023-09-21,,3.15,15573.0,4.52,5322,49000.0
"Jim Jones, Ludacris, + More - Songwriter Royalties",fixed_return,2023-09-15,,4.03,8072.0,15.03,5319,32500.0
Hotel Transylvania 2 + More Film & TV Cues,fixed_return,2023-08-25,,3.31,77061.0,7.35,5303,255000.0
Diverse Placements in Film & TV - Smurfs + More,fixed_return,2023-08-09,,2.93,4161.0,5.73,5285,12200.0
Naked & Afraid + More TV Placements Across the World,fixed_return,2023-07-27,,3.14,63680.0,3.84,5266,200000.0
"Ye$haYahu's ""Elevate"" + More Sound Recording Royalties",fixed_return,2023-06-29,,1.18,39013.0,2.01,5232,46000.0
TV & Advertising Music Placements,fixed_return,2023-06-06,,1.85,78352.0,5.22,5196,145000.0
Lew Mr Blue's #Sweetladychallenge & More,fixed_return,2023-06-02,,1.74,27442.0,4.81,5176,47647.0
Keeping Up With The Kardashians TV Music & More,fixed_return,2023-05-29,,2.56,14038.0,4.28,5165,35900.0
"""Lil Bebe"" by DaniLeigh - Producer Royalties",fixed_return,2023-05-16,,2.09,3192.0,4.78,4936,6666.0
UK Radio and Worldwide Television Placements,fixed_return,2023-05-13,,2.09,105032.0,4.72,5101,220002.0
"""Colors"" by Jason Derulo & ""Dealer"" by RMR - Producer Royalties",fixed_return,2023-05-13,,1.95,7731.0,3.36,5044,15100.0
"[Advance] Fixed Return: ""Shake That A$$"" by Kstylis",fixed_return,2023-02-15,,0.97,11342.0,1.63,5037,11000.0
"[Advance] Fixed Return: ""Player"", ""Nasty Freestyle, Pt. 2"" + More from T-Wayne",fixed_return,2023-01-14,,0.81,55675.0,1.44,4996,45100.0
"""Never Forget"" by Future - Songwriter Royalties",30_year,2022-12-30,,5.34,1124.0,6.71,4964,6001.0
TV Music Royalties From Impractical Jokers + Other Reality TV Series,fixed_return,2022-11-14,,3.22,164022.0,7.82,4771,527500.0
[Advance] Fixed Return - Established Production Music Catalog,fixed_return,2022-10-11,,2.29,10062.0,7.35,4857,23050.0
[Advance] Fixed Return - Diversified Production Music Catalog,fixed_return,2022-09-20,,3.3,11518.0,4.62,4822,38000.0
[Advance] Fixed Return - Kstylis AKA “The King of Twerk”,fixed_return,2022-07-15,,3.85,33139.0,7.68,4716,127700.0
[Advance] Fixed Return - Grind2Hard Osh'a,fixed_return,2022-06-20,,1.52,723177.0,0.68,4656,1100000.0
Songwriter Royalties from Alt-Rock Band - The Spill Canvas,30_year,2022-06-20,,7.94,2354.0,7.02,4181,18700.0
[Advance] Fixed Return - IshDARR Sound Recording Royalties,fixed_return,2022-06-19,,2.97,25358.0,5.47,4639,75294.0
[Advance] Fixed Return - Reggaeton From Luigi 21 Plus,fixed_return,2022-01-29,,2.92,17175.0,8.24,4476,50100.0
[Advance] Fixed Return - Jory Boy Sound Recording Royalties,fixed_return,2022-01-28,,3.3,15450.0,6.4,4477,51000.0
"Platinum hit ""Whip My Hair"" By Willow Smith",30_year,2021-03-20,,7.7,8308.0,10.0,3874,64000.0
19-Year-Old Hip-Hop + R&B,partial_10_year,2021-01-07,,3.56,3320.0,19.26,3682,11825.0
Hip-Hop from Chris Brown,10_year,2020-09-04,,0.81,3712.0,0.75,3504,3000.0
Asset #3450,life_of_rights,2020-09-02,,4.56,65762.0,2.25,3450,300000.0
Asset #3468,life_of_rights,2020-08-22,,3.06,9795.0,1.06,3468,30000.0
Estelle’s Grammy-Winning Hit “American Boy”,partial_10_year,2020-06-27,,4.86,12092.0,12.55,3062,58761.0
Asset #3172,life_of_rights,2020-06-26,,9.79,3056.0,7.22,3172,29915.0
Asset #3290,life_of_rights,2020-04-02,,8.4,2051.0,10.76,3290,17232.0
Asset #3291,life_of_rights,2020-03-31,,1.51,4927.0,1.67,3291,7429.0
Asset #3066,life_of_rights,2020-02-24,,11.06,1519.0,11.02,3066,16800.0
Asset #3166,life_of_rights,2020-02-20,,6.62,1096.0,15.69,3166,7250.0
Asset #3078,life_of_rights,2020-02-04,,8.17,2507.0,14.37,3078,20495.0
Asset #3087,life_of_rights,2020-02-04,,1.29,1451.0,1.46,3087,1870.0
Asset #3088,life_of_rights,2020-02-04,,1.41,2208.0,1.56,3088,3116.0
Asset #3086,life_of_rights,2020-02-04,,2.59,3881.0,2.6,3086,10062.0
Asset #3077,life_of_rights,2020-02-03,,6.37,9020.0,6.4,3077,57436.0
"Akon's ""Mama Africa"" + More Publishing Royalties",life_of_rights,2023-07-27,,9.03,1528.0,11.29,5269,13801.0
"Akon's ""Mama Africa"" + More Publishing Royalties",life_of_rights,2023-07-27,,9.03,1528.0,11.29,5269,13801.0
"""Foolish"" by Jack Fowler and More - Songwriter Royalties",life_of_rights,2023-07-25,,2.75,4899.0,2.0,5180,13485.0
"""Foolish"" by Jack Fowler and More - Songwriter Royalties",life_of_rights,2023-07-25,,2.75,4899.0,2.0,5180,13485.0
"""Blood All On It"" by Gucci Mane and More - Songwriter Royalties",life_of_rights,2023-07-20,,2.29,5683.0,1.59,5220,13000.0
"""Blood All On It"" by Gucci Mane and More - Songwriter Royalties",life_of_rights,2023-07-20,,2.29,5683.0,1.59,5220,13000.0
"Hip-Hop Publishing feat. NoCap, Quando Rondo and More",life_of_rights,2023-01-06,,1.5,15674.0,3.62,4982,23510.0
"Hip-Hop Publishing feat. NoCap, Quando Rondo and More",life_of_rights,2023-01-06,,1.5,15674.0,3.62,4982,23510.0
"Hip-Hop Publishing feat. NoCap, Quando Rondo and More",life_of_rights,2023-01-06,,1.5,15674.0,3.62,4982,23510.0
"Hip-Hop Publishing feat. NoCap, Quando Rondo and More",life_of_rights,2023-01-06,,1.5,15674.0,3.62,4982,23510.0
"Songwriter Royalties from ""Wicked (Acapella)"" by JMB Juvie",life_of_rights,2022-12-18,,1.44,3819.0,1.0,4952,5500.0
"""2012"" by Chris Brown",life_of_rights,2022-11-06,,13.8,466.0,10.0,4561,6425.0
"""2012"" by Chris Brown",life_of_rights,2022-11-06,,13.8,466.0,10.0,4561,6425.0
"""2012"" by Chris Brown",life_of_rights,2022-11-06,,13.8,466.0,10.0,4561,6425.0
"""2012"" by Chris Brown",life_of_rights,2022-11-06,,13.8,466.0,10.0,4561,6425.0
Diverse R&B Catalog,life_of_rights,2022-11-08,,14.89,235.0,3.92,4882,3500.0
Diverse R&B Catalog,life_of_rights,2022-11-08,,14.89,235.0,3.92,4882,3500.0
Diverse R&B Catalog,life_of_rights,2022-11-08,,14.89,235.0,3.92,4882,3500.0
Diverse R&B Catalog,life_of_rights,2022-11-08,,14.89,235.0,3.92,4882,3500.0
"""Rip Stick"" by Kodak Black - Publishing Royalties",life_of_rights,2022-11-08,,2.72,4419.0,1.4,4885,12000.0
"""Rip Stick"" by Kodak Black - Publishing Royalties",life_of_rights,2022-11-08,,2.72,4419.0,1.4,4885,12000.0
"""Rip Stick"" by Kodak Black - Publishing Royalties",life_of_rights,2022-11-08,,2.72,4419.0,1.4,4885,12000.0
"""Rip Stick"" by Kodak Black - Publishing Royalties",life_of_rights,2022-11-08,,2.72,4419.0,1.4,4885,12000.0
Cues from The Carbonaro Effect,10_year,2022-10-24,,2.93,42610.0,4.97,4804,125000.0
Cues from The Carbonaro Effect,10_year,2022-10-24,,2.93,42610.0,4.97,4804,125000.0
Cues from The Carbonaro Effect,10_year,2022-10-24,,2.93,42610.0,4.97,4804,125000.0
Cues from The Carbonaro Effect,10_year,2022-10-24,,2.93,42610.0,4.97,4804,125000.0
"""Floor Seats"" by A$AP Ferg + More Publishing Royalties",life_of_rights,2022-10-24,,4.74,2531.0,3.65,4868,12000.0
"""Floor Seats"" by A$AP Ferg + More Publishing Royalties",life_of_rights,2022-10-24,,4.74,2531.0,3.65,4868,12000.0
"""Floor Seats"" by A$AP Ferg + More Publishing Royalties",life_of_rights,2022-10-24,,4.74,2531.0,3.65,4868,12000.0
"""Floor Seats"" by A$AP Ferg + More Publishing Royalties",life_of_rights,2022-10-24,,4.74,2531.0,3.65,4868,12000.0
"""I Did It""  by A Boogie Wit Da Hoodie - Publisher Public Performance",life_of_rights,2022-10-23,,7.31,953.0,3.78,4872,6969.0
"""I Did It""  by A Boogie Wit Da Hoodie - Publisher Public Performance",life_of_rights,2022-10-23,,7.31,953.0,3.78,4872,6969.0
"""I Did It""  by A Boogie Wit Da Hoodie - Publisher Public Performance",life_of_rights,2022-10-23,,7.31,953.0,3.78,4872,6969.0
"""I Did It""  by A Boogie Wit Da Hoodie - Publisher Public Performance",life_of_rights,2022-10-23,,7.31,953.0,3.78,4872,6969.0
"""Drug Addicts"" by Lil Pump + More - Songwriter Royalties",10_year,2022-10-19,,3.7,2027.0,4.3,4859,7501.0
"""Drug Addicts"" by Lil Pump + More - Songwriter Royalties",10_year,2022-10-19,,3.7,2027.0,4.3,4859,7501.0
"""Drug Addicts"" by Lil Pump + More - Songwriter Royalties",10_year,2022-10-19,,3.7,2027.0,4.3,4859,7501.0
"""Drug Addicts"" by Lil Pump + More - Songwriter Royalties",10_year,2022-10-19,,3.7,2027.0,4.3,4859,7501.0
Established Jazz & Instrumental Royalties,life_of_rights,2022-10-19,,7.28,21976.0,21.15,4847,160000.0
Established Jazz & Instrumental Royalties,life_of_rights,2022-10-19,,7.28,21976.0,21.15,4847,160000.0
Established Jazz & Instrumental Royalties,life_of_rights,2022-10-19,,7.28,21976.0,21.15,4847,160000.0
Established Jazz & Instrumental Royalties,life_of_rights,2022-10-19,,7.28,21976.0,21.15,4847,160000.0
"""I Did It""  by A Boogie Wit Da Hoodie - Songwriter Royalties",life_of_rights,2022-10-18,,7.13,1121.0,3.78,4858,7999.0
"""I Did It""  by A Boogie Wit Da Hoodie - Songwriter Royalties",life_of_rights,2022-10-18,,7.13,1121.0,3.78,4858,7999.0
"""I Did It""  by A Boogie Wit Da Hoodie - Songwriter Royalties",life_of_rights,2022-10-18,,7.13,1121.0,3.78,4858,7999.0
"""I Did It""  by A Boogie Wit Da Hoodie - Songwriter Royalties",life_of_rights,2022-10-18,,7.13,1121.0,3.78,4858,7999.0
Diverse R&B Catalog,life_of_rights,2022-10-17,,10.63,235.0,3.92,4277,2500.0
Diverse R&B Catalog,life_of_rights,2022-10-17,,10.63,235.0,3.92,4277,2500.0
Diverse R&B Catalog,life_of_rights,2022-10-17,,10.63,235.0,3.92,4277,2500.0
Diverse R&B Catalog,life_of_rights,2022-10-17,,10.63,235.0,3.92,4277,2500.0
"Nelly's ""Batter Up"" - Songwriter Royalties",30_year,2022-10-04,,10.6,1288.0,21.23,4830,13650.0
"Nelly's ""Batter Up"" - Songwriter Royalties",30_year,2022-10-04,,10.6,1288.0,21.23,4830,13650.0
"Nelly's ""Batter Up"" - Songwriter Royalties",30_year,2022-10-04,,10.6,1288.0,21.23,4830,13650.0
"Nelly's ""Batter Up"" - Songwriter Royalties",30_year,2022-10-04,,10.6,1288.0,21.23,4830,13650.0
"Pop, KPop + More Publishing Royalties",life_of_rights,2022-09-28,,10.37,2484.0,4.81,4829,25750.0
"Pop, KPop + More Publishing Royalties",life_of_rights,2022-09-28,,10.37,2484.0,4.81,4829,25750.0
"Pop, KPop + More Publishing Royalties",life_of_rights,2022-09-28,,10.37,2484.0,4.81,4829,25750.0
"Pop, KPop + More Publishing Royalties",life_of_rights,2022-09-28,,10.37,2484.0,4.81,4829,25750.0
Holiday Hits and More Pop Performance Royalties,10_year,2022-09-25,,4.32,8204.0,22.5,4817,35400.0
Holiday Hits and More Pop Performance Royalties,10_year,2022-09-25,,4.32,8204.0,22.5,4817,35400.0
Holiday Hits and More Pop Performance Royalties,10_year,2022-09-25,,4.32,8204.0,22.5,4817,35400.0
Holiday Hits and More Pop Performance Royalties,10_year,2022-09-25,,4.32,8204.0,22.5,4817,35400.0
"Publishing Royalties From Nelly's ""Batter Up""",life_of_rights,2022-09-24,,10.0,3339.0,20.98,4831,33400.0
"""Like A Lady"" by Lady A - Songwriter Royalties",life_of_rights,2022-09-24,,1.67,55138.0,1.3,4811,92000.0
"""Like A Lady"" by Lady A - Songwriter Royalties",life_of_rights,2022-09-24,,1.67,55138.0,1.3,4811,92000.0
"""Like A Lady"" by Lady A - Songwriter Royalties",life_of_rights,2022-09-24,,1.67,55138.0,1.3,4811,92000.0
"""Like A Lady"" by Lady A - Songwriter Royalties",life_of_rights,2022-09-24,,1.67,55138.0,1.3,4811,92000.0
Songwriter Royalties Feat. Lil Durk,life_of_rights,2022-09-16,,14.64,1332.0,2.27,4721,19500.0
Songwriter Royalties Feat. Lil Durk,life_of_rights,2022-09-16,,14.64,1332.0,2.27,4721,19500.0
Songwriter Royalties Feat. Lil Durk,life_of_rights,2022-09-16,,14.64,1332.0,2.27,4721,19500.0
Songwriter Royalties Feat. Lil Durk,life_of_rights,2022-09-16,,14.64,1332.0,2.27,4721,19500.0
