Listing ID,Sale Price,LTM Multiple,Last 12 Months,3-Year Average,Earnings Since 2022,Dollar Age,Track Included,Last Transaction Price,Last Transaction Date,Term,Marketplace Median,Minimum Bid,Asset ID,Offer Info,Earnings Since 2021,Tracks Included,Earnings Since 2019,Earnings Since 2014,Years Remaining,Expiration Date,Earnings Since 2018,Earnings Since 2015,Earnings Since 2009,Earnings Since 2013,,,,,,,,
4190,"$35,000 ",7.73 x LTM,"$4,529 ","$5,665 ",,4.77 Years,33,Life of Rights,,,"$**,***","$20,000 ",4190,"$28,258 ",,,,,,,,,,,,,,,,,,
4370,"$90,000 ",6.12 x LTM,"$14,706 ","$16,875 ",,3.16 Years,12,Life of Rights,,,"$**,***","$70,000 ",4370,,,,,,,,,,,"$70,338 ",,,,,,,,
4026,"$5,700 ",10.60 x LTM,$538 ,$571 ,,3.26 Years,3,Life of Rights,,,"$*,***","$5,700 ",4026,,,,,"$1,834 ",,,,,,,,,,,,,,
4205,"$13,900 ",8.07 x LTM,"$1,722 ","$1,152 ",,2.10 Years,50,Life of Rights,,,"$*,***","$13,900 ",4205,,,,,"$3,472 ",,,,,,,,,,,,,,
4359,"$85,000 ",7.06 x LTM,"$12,038 ","$18,753 ",,4.07 Years,3,Life of Rights,,,"$**,***","$50,000 ",4359,,,,,,,,,,"$106,176 ",,,,,,,,,
4356,"$87,500 ",2.87 x LTM,"$30,478 ","$14,389 ",,2.15 Years,17,Life of Rights,,,"$**,***","$30,478 ",4356,,,,,,,,,,"$58,477 ",,,,,,,,,
4285,"$19,000 ",5.25 x LTM,"$3,622 ","$2,584 ",,3.00 Years,,Term Advance 10-Year,10,22-Nov-31,"$**,***","$7,500 ",4285,,10,,,"$7,753 ",,,,,,,,,,,,,,
4368,"$28,000 ",9.55 x LTM,"$2,931 ","$3,399 ",,17.22 Years,4,Term Advance 30-Year,30,20-Nov-51,"$**,***","$2,931 ",4368,,30,,,,,,"$60,570 ",,,,,,,,,,,
4334,"$13,000 ",10.42 x LTM,"$1,247 ","$1,146 ",,10.32 Years,28,Life of Rights,,,"$*,***","$5,000 ",4334,,,,,,,"$11,744 ",,,,,,,,,,,,
4355,"$540,000 ",7.84 x LTM,"$68,874 ","$74,900 ",,4.48 Years,8,Life of Rights,,,"$***,***","$68,874 ",4355,,,,,,,,,,"$391,338 ",,,,,,,,,
4338,"$85,000 ",7.06 x LTM,"$12,038 ","$18,753 ",,4.07 Years,3,Life of Rights,,,"$**,***","$25,000 ",4338,,,,,,,,,,"$106,176 ",,,,,,,,,
3324,"$16,222 ",5.88 x LTM,"$2,758 ","$2,606 ",,10.62 Years,146,Term Advance 10-Year,8.01,19-Nov-29,"$**,***","$10,000 ",3324,,8.01,,,,,,"$19,325 ",,,,,,,,,,,
4331,"$16,850 ",3.71 x LTM,"$4,548 ","$2,403 ",,17.69 Years,43,Term Advance 30-Year,30,16-Nov-51,"$**,***","$10,000 ",4331,,30,,,,,,"$21,418 ",,,,,,,,,,,
4342,"$14,000 ",11.47 x LTM,"$1,220 ","$1,053 ",,8.87 Years,,Life of Rights,,,"$*,***","$5,500 ",4342,,,,,,,,,,,,"$23,326 ",,,,,,,
4340,"$35,000 ",5.93 x LTM,"$5,898 ","$7,398 ",,6.24 Years,2293,Life of Rights,,,—,"$20,000 ",4340,,,,,,,,,,,,"$62,411 ",,,,,,,
4217,"$84,000 ",8.75 x LTM,"$9,605 ","$12,582 ",,5.81 Years,39,Life of Rights,,,"$**,***","$30,000 ",4217,,,,,,,"$99,230 ",,,,,,,,,,,,
4319,"$8,000 ",7.16 x LTM,"$1,117 ",$397 ,,1.68 Years,2,Life of Rights,,,"$*,***","$1,117 ",4319,,,,,,,,,,"$1,192 ",,,,,,,,,
4320,"$42,500 ",5.57 x LTM,"$7,627 ","$8,697 ",,3.35 Years,19,Life of Rights,,,"$**,***","$7,627 ",4320,,,,,"$26,091 ",,,,,,,,,,,,,,
4193,"$8,000 ",12.64 x LTM,$633 ,$541 ,"$3,044 ",16.32 Years,2,Life of Rights,,$596 ,4193,,,,,,,,,,,,,,,,,,,,,
3649,"$24,000 ",9.07 x LTM,"$2,647 ","$3,232 ",,4.39 Years,60,Life of Rights,,"$24,000 ",3649,"$15,957 ",,,,,,,,,,,,,,,,,,,,
4289,"$99,999 ",8.52 x LTM,"$11,735 ","$7,072 ","$39,488 ",6.89 Years,7,Life of Rights,,"$55,000 ",4289,,,,,,,,,,,,,,,,,,,,,
4254,"$45,000 ",8.56 x LTM,"$5,254 ","$3,648 ",,6.95 Years,8,Life of Rights,,"$20,000 ",4254,"$29,823 ",,,,,,,,,,,,,,,,,,,,
4278,"$21,000 ",1.21 x LTM,"$17,322 ",—,,2.25 Years,13,Term Advance 10-Year,,"$10,000 ",4278,,"$21,766 ",10,21-Oct-31,,,,,,,,,,,,,,,,,
4280,"$16,000 ",4.00 x LTM,"$4,003 ",—,,2.25 Years,,Life of Rights,,"$10,000 ",4280,,"$10,949 ",,,1,,,,,,,,,,,,,,,,
4279,"$10,000 ",5.75 x LTM,"$1,738 ","$5,250 ",,3.25 Years,,Life of Rights,,"$3,000 ",4279,,,,,1,"$15,751 ",,,,,,,,,,,,,,,
4233,"$40,000 ",7.16 x LTM,"$5,585 ","$4,277 ",,4.93 Years,27,Life of Rights,,"$15,000 ",4233,,,,,,,"$17,306 ",,,,,,,,,,,,,,
4274,"$18,000 ",10.66 x LTM,"$1,688 ",—,,10.56 Years,54,Life of Rights,,"$8,000 ",4274,,"$3,913 ",,,,,,,,,,,,,,,,,,,
4237,"$12,250 ",11.41 x LTM,"$1,074 ","$1,021 ",,6.28 Years,12,Life of Rights,,"$3,000 ",4237,"$13,042 ",,,,,,,,,,,,,,,,,,,,
4236,"$3,000 ",6.39 x LTM,$470 ,$851 ,,3.58 Years,2,Term Advance 10-Year,,"$2,000 ",4236,,,8.37,26-Feb-30,,"$2,566 ",,,,,,,,,,,,,,,
4257,"$41,000 ",3.53 x LTM,"$11,628 ","$6,320 ",,2.35 Years,17,Life of Rights,,"$15,000 ",4257,,,,,,,"$29,721 ",,,,,,,,,,,,,,
4167,"$81,000 ",9.48 x LTM,"$8,548 ","$8,736 ",,8.15 Years,135,Life of Rights,,"$60,000 ",4167,,,,,,,,"$252,123 ",,,,,,,,,,,,,
4219,"$98,000 ",4.98 x LTM,"$19,678 ","$29,399 ",,2.97 Years,62,Life of Rights,,"$50,000 ",4219,,,,,,"$88,197 ",,,,,,,,,,,,,,,
4266,"$85,000 ",7.28 x LTM,"$11,684 ","$10,549 ",,4.08 Years,11,Life of Rights,,"$50,000 ",4266,,,,,,,,,"$70,783 ",,,,,,,,,,,,
4030,"$153,000 ",13.20 x LTM,"$11,593 ","$11,636 ",,7.96 Years,98,Life of Rights,,"$145,000 ",4030,,,,,,,,,,"$87,751 ",,,,,,,,,,,
4253,"$8,000 ",7.26 x LTM,"$1,103 ","$1,299 ",,5.25 Years,4,Term Advance 30-Year,,"$4,000 ",4253,,,30,12-Oct-51,,,"$10,595 ",,,,,,,,,,,,,,
4255,"$115,000 ",7.31 x LTM,"$15,734 ","$15,827 ","$101,620 ",5.38 Years,237,Life of Rights,,"$50,000 ",4255,,,,,,,,,,,,,,,,,,,,,
4126,"$19,500 ",6.21 x LTM,"$3,139 ","$1,837 ",,2.36 Years,2,Life of Rights,,"$18,000 ",4126,,,,,,"$5,511 ",,,,,,,,,,,,,,,
4202,"$177,000 ",9.27 x LTM,"$19,094 ","$17,121 ",,20.89 Years,32,Term Advance 30-Year,,"$100,000 ",4202,,,30,11-Oct-51,,,,,,,"$173,605 ",,,,,,,,,,
4201,"$22,500 ",2.03 x LTM,"$11,106 ",—,,5.12 Years,45,Term Advance 10-Year,,"$15,000 ",4201,,"$15,006 ",10,9-Oct-31,,,,,,,,,,,,,,,,,
4015,"$4,000 ",13.37 x LTM,$299 ,$807 ,,2.97 Years,93,Life of Rights,,"$3,000 ",4015,,,,,,,,,,,,"$3,377 ",,,,,,,,,
4222,"$40,000 ",1.67 x LTM,"$23,950 ","$13,600 ",,2.54 Years,19,Term Advance 10-Year,,"$25,000 ",4222,"$49,161 ",,10,7-Oct-31,,,,,,,,,,,,,,,,,
4218,"$91,000 ",5.81 x LTM,"$15,664 ","$28,217 ",,3.88 Years,43,Life of Rights,,"$45,000 ",4218,,,,,,,,,"$102,711 ",,,,,,,,,,,,
4240,"$37,000 ",4.64 x LTM,"$7,977 ","$7,391 ",,5.32 Years,14,Term Advance 10-Year,,"$25,000 ",4240,,,10,7-Oct-31,,"$24,592 ",,,,,,,,,,,,,,,
4239,"$65,000 ",5.26 x LTM,"$12,368 ","$15,708 ",,3.75 Years,8,Term Advance 10-Year,,"$45,000 ",4239,,,10,7-Oct-31,,"$56,426 ",,,,,,,,,,,,,,,
4227,"$80,001 ",4.57 x LTM,"$17,523 ","$26,691 ",,4.28 Years,56,Life of Rights,,"$55,000 ",4227,,,,,,,"$169,361 ",,,,,,,,,,,,,,
4226,"$327,777 ",7.01 x LTM,"$46,730 ","$60,922 ",,6.83 Years,,Life of Rights,,"$145,000 ",4226,,,,,1,,"$487,097 ",,,,,,,,,,,,,,
4133,"$32,609 ",12.52 x LTM,"$2,605 ","$1,993 ",,5.61 Years,9,Life of Rights,,"$2,004 ",4133,,,,,,,,"$45,665 ",,,,,,,,,,,,,
3516,"$11,000 ",6.83 x LTM,"$1,611 ","$2,185 ",,6.08 Years,10,Term Advance 10-Year,,"$10,600 ",3516,,,7.72,28-Jun-29,,,,,,,,"$12,264 ",,,,,,,,,
4136,"$20,000 ",8.71 x LTM,"$2,296 ","$1,750 ",,44.02 Years,8,Life of Rights,,"$2,655 ",4136,"$7,952 ",,,,,,,,,,,,,,,,,,,,
3995,"$9,000 ",17.70 x LTM,$508 ,$617 ,,9.00 Years,,Life of Rights,,"$7,150 ",3995,,,,,1,,,"$6,117 ",,,,,,,,,,,,,
4221,"$9,000 ",5.29 x LTM,"$1,700 ",—,,2.23 Years,4,Life of Rights,,"$4,000 ",4221,,"$15,301 ",,,,,,,,,,,,,,,,,,,
3932,"$293,000 ",5.17 x LTM,"$56,628 ","$74,328 ",,11.74 Years,9,Life of Rights,,,3932,,,,,,,,,,,,,"$621,987 ",,,,,,,,
4211,"$21,500 ",4.68 x LTM,"$4,592 ",—,,1.72 Years,11,Life of Rights,,"$12,000 ",4211,,"$9,789 ",,,,,,,,,,,,,,,,,,,
4188,"$46,000 ",4.31 x LTM,"$10,681 ","$11,705 ",,3.81 Years,35,Life of Rights,,"$30,000 ",4188,,,,,,"$35,116 ",,,,,,,,,,,,,,,
4210,"$14,100 ",2.86 x LTM,"$4,927 ",—,,1.00 Years,,Life of Rights,,"$12,662 ",4210,,,,,1,,,,,,,,,"$4,927 ",,,,,,,
4170,"$20,000 ",5.89 x LTM,"$3,397 ",—,,1.49 Years,31,Life of Rights,,"$15,000 ",4170,,,,,,"$5,882 ",,,,,,,,,,,,,,,
4013,"$100,000 ",8.51 x LTM,"$11,746 ","$12,522 ",,6.41 Years,3,Life of Rights,,"$80,000 ",4013,,,,,,,,,,,,,"$141,181 ",,,,,,,,
4203,"$12,000 ",9.98 x LTM,"$1,203 ",—,,7.63 Years,15,Life of Rights,,"$4,000 ",4203,,,,,,,,,,,,,,"$1,203 ",,,,,,,
3985,"$19,500 ",10.32 x LTM,"$1,890 ","$2,003 ",,5.08 Years,19,Life of Rights,,"$18,000 ",3985,,,,,,,"$18,383 ",,,,,,,,,,,,,,
4062,"$12,500 ",5.62 x LTM,"$2,225 ","$2,947 ",,4.00 Years,,Term Advance 10-Year,,"$2,225 ",4062,,,7.9,12-Aug-29,1,,,,"$10,650 ",,,,,,,,,,,,
4191,"$10,000 ",4.06 x LTM,"$2,463 ","$2,321 ",,4.07 Years,8,Life of Rights,,"$2,463 ",4191,,,,,,"$6,962 ",,,,,,,,,,,,,,,
4169,"$7,500 ",4.40 x LTM,"$1,704 ",$918 ,,1.94 Years,50,Life of Rights,,"$5,100 ",4169,,,,,,"$2,755 ",,,,,,,,,,,,,,,
4083,"$196,000 ",7.34 x LTM,"$26,718 ","$25,349 ",,7.55 Years,98,Life of Rights,,"$171,000 ",4083,,,,,,,,,"$85,349 ",,,,,,,,,,,,
4164,"$100,000 ",7.06 x LTM,"$14,157 ","$11,463 ",,6.43 Years,52,Life of Rights,,"$70,000 ",4164,,,,,,,,,,,,"$48,353 ",,,,,,,,,
3081,"$75,000 ",18.46 x LTM,"$4,062 ","$5,147 ",,8.42 Years,35,Life of Rights,,"$32,598 ",3081,,,,,,,,,,,,,"$91,966 ",,,,,,,,
4166,"$3,750 ",6.30 x LTM,$596 ,$543 ,"$2,862 ",16.69 Years,2,Life of Rights,,$596 ,4166,,,,,,,,,,,,,,,,,,,,,
4165,"$7,750 ",7.75 x LTM,"$1,000 ","$1,252 ","$5,314 ",17.35 Years,4,Life of Rights,,"$1,000 ",4165,,,,,,,,,,,,,,,,,,,,,
4152,"$12,500 ",4.25 x LTM,"$2,940 ",—,,1.25 Years,2,Term Advance 30-Year,,"$2,940 ",4152,,,30,3-Sep-51,,,,,,,,,,"$4,321 ",,,,,,,
4027,"$14,000 ",13.86 x LTM,"$1,010 ","$1,167 ",,11.00 Years,,Life of Rights,,"$14,000 ",4027,,,,,1,,,,,,,,,,"$22,022 ",,,,,,
4130,"$26,000 ",6.08 x LTM,"$4,279 ","$4,143 ",,3.22 Years,312,Life of Rights,,"$4,279 ",4130,,,,,,,,,,,,"$19,027 ",,,,,,,,,
4106,"$100,000 ",6.04 x LTM,"$16,544 ","$58,687 ",,3.75 Years,,Life of Rights,,"$45,000 ",4106,,,,,1,,,,"$176,539 ",,,,,,,,,,,,
4078,"$50,000 ",6.80 x LTM,"$7,355 ","$5,568 ",,13.88 Years,3,Life of Rights,,"$15,000 ",4078,,,,,,,,,"$22,174 ",,,,,,,,,,,,
4098,"$35,000 ",1.36 x LTM,"$25,821 ",—,,1.25 Years,2,Term Advance 30-Year,,"$20,000 ",4098,,,30,25-Aug-51,,,,,,,,,,"$25,828 ",,,,,,,
4103,"$22,500 ",8.20 x LTM,"$2,745 ","$1,997 ",,10.48 Years,66,Life of Rights,,"$9,000 ",4103,,,,,,,,,"$9,863 ",,,,,,,,,,,,
4102,"$8,000 ",8.04 x LTM,$995 ,"$1,409 ",,6.62 Years,12,Life of Rights,,$995 ,4102,"$10,499 ",,,,,,,,,,,,,,,,,,,,
4014,"$10,000 ",4.52 x LTM,"$2,212 ","$1,981 ",,2.68 Years,31,Life of Rights,,"$8,500 ",4014,,,,,,,"$8,704 ",,,,,,,,,,,,,,
4097,"$17,500 ",11.82 x LTM,"$1,481 ","$1,945 ",,22.33 Years,58,Life of Rights,,"$1,481 ",4097,,,,,,,,,,,,,"$12,378 ",,,,,,,,
4093,"$142,500 ",6.18 x LTM,"$23,051 ","$28,586 ",,4.56 Years,27,Life of Rights,,"$75,000 ",4093,,,,,,,"$163,625 ",,,,,,,,,,,,,,
4086,"$50,000 ",8.95 x LTM,"$5,588 ","$7,172 ",,9.85 Years,58,Life of Rights,,"$15,000 ",4086,,,,,,,,,"$30,744 ",,,,,,,,,,,,
4096,"$42,000 ",9.22 x LTM,"$4,557 ","$4,429 ",,12.84 Years,6,Life of Rights,,"$15,000 ",4096,,,,,,,,,,,,,,,,"$61,459 ",,,,,
4095,"$160,000 ",4.63 x LTM,"$34,565 ","$53,448 ",,5.07 Years,93,Term Advance 10-Year,,"$90,000 ",4095,,,10,24-Aug-31,,"$160,343 ",,,,,,,,,,,,,,,
4039,"$230,000 ",4.59 x LTM,"$50,112 ","$29,722 ",,10.00 Years,90,Life of Rights,,"$50,099 ",4039,,,,,,,,,"$110,379 ",,,,,,,,,,,,
4094,"$17,500 ",9.15 x LTM,"$1,914 ","$3,214 ",,6.77 Years,6,Life of Rights,,"$6,000 ",4094,,,,,,,,,"$16,433 ",,,,,,,,,,,,
3827,"$49,145 ",6.19 x LTM,"$7,938 ","$8,815 ",,11.46 Years,15,Term Advance 10-Year,,"$8,345 ",3827,,,9.03,2-Sep-30,,,,,,,,,,,"$309,567 ",,,,,,
4084,"$25,000 ",6.44 x LTM,"$3,882 ","$7,310 ",,2.82 Years,20,Life of Rights,,"$15,000 ",4084,,,,,,"$24,687 ",,,,,,,,,,,,,,,
4090,"$35,000 ",8.14 x LTM,"$4,301 ","$4,578 ",,6.69 Years,52,Life of Rights,,"$12,000 ",4090,,,,,,,,,,,,,,,"$89,372 ",,,,,,
4081,"$275,000 ",4.57 x LTM,"$60,172 ","$79,103 ",,4.49 Years,80,Term Advance 10-Year,,"$120,000 ",4081,,,10,20-Aug-31,,,,"$424,266 ",,,,,,,,,,,,,
4069,"$17,950 ",6.37 x LTM,"$2,817 ",—,,2.51 Years,5,Life of Rights,,"$7,500 ",4069,,,,,,"$3,440 ",,,,,,,,,,,,,,,
3969,"$7,500 ",5.18 x LTM,"$1,448 ","$1,023 ",,11.18 Years,3,Term Advance 10-Year,,"$7,500 ",3969,,,7.44,28-Jan-29,,,,,,,,,,,"$11,561 ",,,,,,
4061,"$175,000 ",10.84 x LTM,"$16,140 ","$14,994 ",,15.52 Years,192,Life of Rights,,"$125,000 ",4061,,,,,,,,,,,"$139,157 ",,,,,,,,,,
4071,"$18,000 ",6.60 x LTM,"$2,727 ","$1,724 ",,13.48 Years,,Life of Rights,,"$11,000 ",4071,,,,,1,,"$7,476 ",,,,,,,,,,,,,,
4075,"$25,000 ",4.69 x LTM,"$5,330 ",—,,2.92 Years,9,Life of Rights,,"$12,000 ",4075,,"$10,806 ",,,,,,,,,,,,,,,,,,,
4080,"$9,000 ",4.09 x LTM,"$2,198 ","$1,891 ",,3.43 Years,133,Term Advance 10-Year,,"$6,000 ",4080,"$8,665 ",,10,17-Aug-31,,,,,,,,,,,,,,,,,
4082,"$29,000 ",8.84 x LTM,"$3,282 ","$3,971 ",,7.61 Years,131,Life of Rights,,"$3,282 ",4082,,,,,,"$11,913 ",,,,,,,,,,,,,,,
4076,"$65,000 ",5.04 x LTM,"$12,905 ","$19,609 ","$154,247 ",3.99 Years,24,Life of Rights,,"$35,000 ",4076,,,,,,,,,,,,,,,,,,,,,
4063,"$300,000 ",11.25 x LTM,"$26,670 ","$26,667 ",,16.91 Years,70,Life of Rights,,"$220,000 ",4063,,,,,,,,,"$91,190 ",,,,,,,,,,,,
4066,"$24,500 ",10.09 x LTM,"$2,428 ","$3,187 ",,7.16 Years,20,Life of Rights,,"$15,000 ",4066,,,,,,,,,"$15,990 ",,,,,,,,,,,,
4074,"$152,000 ",6.72 x LTM,"$22,609 ",—,,4.74 Years,66,Life of Rights,,"$66,000 ",4074,,,,,,"$53,883 ",,,,,,,,,,,,,,,
4024,"$13,462 ",10.59 x LTM,"$1,271 ","$2,024 ",,4.70 Years,38,Life of Rights,,"$11,500 ",4024,,,,,,,,,,"$9,824 ",,,,,,,,,,,
4073,"$15,000 ",8.77 x LTM,"$1,711 ","$2,114 ",,10.96 Years,4,Term Advance 30-Year,,"$8,000 ",4073,,,30,3-Aug-51,,,,,,,,,,,"$53,468 ",,,,,,
4068,"$13,800 ",5.15 x LTM,"$2,679 ",—,,2.16 Years,2,Life of Rights,,"$9,000 ",4068,,,,,,"$4,717 ",,,,,,,,,,,,,,,
4072,"$7,500 ",10.82 x LTM,$693 ,$549 ,,13.04 Years,13,Life of Rights,,"$4,000 ",4072,,,,,,,"$2,958 ",,,,,,,,,,,,,,
4067,"$12,000 ",10.44 x LTM,"$1,150 ","$1,188 ",,12.71 Years,38,Life of Rights,,"$7,500 ",4067,,,,,,,"$6,165 ",,,,,,,,,,,,,,
4057,"$25,000 ",7.20 x LTM,"$3,472 ","$2,713 ",,5.24 Years,190,Life of Rights,,"$3,982 ",4057,,,,,,,,,,"$20,742 ",,,,,,,,,,,
2807,"$58,761 ",4.73 x LTM,"$12,426 ","$14,627 ",,7.87 Years,401,Term Advance 10-Year,,"$45,000 ",2807,,,6.93,2-Jul-28,,,,,,,,,"$269,047 ",,,,,,,,
4065,"$8,000 ",8.10 x LTM,$987 ,"$1,089 ",,6.89 Years,,Life of Rights,,"$5,000 ",4065,,,,,1,,"$8,878 ",,,,,,,,,,,,,,
3679,"$18,750 ",7.33 x LTM,"$2,556 ","$2,662 ",,13.71 Years,178,Term Advance 10-Year,,"$18,000 ",3679,,,9.12,3-Sep-30,,,,,,,"$28,127 ",,,,,,,,,,
4060,"$60,000 ",8.45 x LTM,"$7,098 ","$6,284 ",,11.51 Years,96,Life of Rights,,"$60,000 ",4060,,,,,,"$18,852 ",,,,,,,,,,,,,,,
4050,"$2,200,000 ",9.36 x LTM,"$235,003 ","$191,140 ",,15.04 Years,643,Life of Rights,,"$1,500,000 ",4050,,,,,,,,,,,,,,,"$2,453,784 ",,,,,,
3483,"$8,900 ",4.00 x LTM,"$2,225 ","$2,947 ",,4.00 Years,,Term Advance 10-Year,,,3483,,,8.07,12-Aug-29,1,,,,"$10,650 ",,,,,,,,,,,,
3705,"$53,419 ",10.46 x LTM,"$5,105 ","$5,977 ","$71,170 ",7.29 Years,103,Life of Rights,,"$28,664 ",3705,,,,,,,,,,,,,,,,,,,,,
4054,"$18,500 ",6.97 x LTM,"$2,655 ","$1,431 ",,43.58 Years,8,Life of Rights,,"$5,000 ",4054,"$6,850 ",,,,,,,,,,,,,,,,,,,,
3715,"$25,000 ",15.05 x LTM,"$1,661 ","$1,577 ",,25.23 Years,53,Life of Rights,,"$7,726 ",3715,,"$39,740 ",,,,,,,,,,,,,,,,,,,
3528,"$48,077 ",5.14 x LTM,"$9,350 ","$10,103 ",,3.59 Years,99,Term Advance 10-Year,,"$48,000 ",3528,,,"$42,088 ",8.09,9-Aug-29,,,,,,,,,,,,,,,,
4048,"$9,000 ",9.53 x LTM,$944 ,"$1,004 ",,7.42 Years,18,Term Advance 30-Year,,"$1,102 ",4048,,,,30,2-Jul-51,"$8,639 ",,,,,,,,,,,,,,,
4047,"$45,000 ",7.80 x LTM,"$5,768 ","$6,220 ",,5.99 Years,97,Life of Rights,,"$12,709 ",4047,,,,,,,"$73,444 ",,,,,,,,,,,,,,
3751,"$5,435 ",5.61 x LTM,$970 ,$960 ,,14.70 Years,77,Term Advance 10-Year,,"$5,000 ",3751,,,,7.96,17-Jun-29,,,"$40,463 ",,,,,,,,,,,,,
4046,"$85,000 ",9.04 x LTM,"$9,403 ","$9,442 ",,11.56 Years,6,Life of Rights,,"$10,000 ",4046,,,,,,,,,"$278,821 ",,,,,,,,,,,,
4044,"$8,000 ",3.95 x LTM,"$2,024 ",—,,1.07 Years,10,Life of Rights,,"$3,000 ",4044,,,,,,,,,,"$2,024 ",,,,,,,,,,,
4041,"$7,086 ",7.13 x LTM,$993 ,—,,0.45 Years,17,Life of Rights,,"$1,000 ",4041,,,,,,,,,,,$994 ,,,,,,,,,,
4033,"$4,999 ",3.72 x LTM,"$1,345 ",$762 ,,5.33 Years,30,Life of Rights,,"$2,215 ",4033,"$13,691 ",,,,,,,,,,,,,,,,,,,,
4022,"$30,000 ",6.92 x LTM,"$4,332 ","$4,574 ",,3.38 Years,7,Life of Rights,,"$5,000 ",4022,,,,,,"$18,445 ",,,,,,,,,,,,,,,
4017,"$13,996 ",6.71 x LTM,"$2,087 ",—,,1.00 Years,,Life of Rights,,"$12,000 ",4017,,,,,,,,,,"$2,087 ",,1,,,,,,,,,
3063,"$92,475 ",9.38 x LTM,"$9,861 ","$9,554 ",,7.67 Years,71,Life of Rights,,"$84,500 ",3063,,,,,,,,,,,,,"$243,671 ",,,,,,,,
4016,"$15,000 ",7.48 x LTM,"$2,004 ","$1,860 ",,6.32 Years,9,Life of Rights,,"$10,000 ",4016,,,"$44,676 ",,,,,,,,,,,,,,,,,,
3993,"$8,280 ",11.94 x LTM,$694 ,"$1,431 ",,3.40 Years,31,Life of Rights,,"$8,000 ",3993,,,,,,,,,,,,,,"$7,012 ",,,,,,,
3976,"$58,000 ",3.60 x LTM,"$16,128 ","$13,575 ",,4.64 Years,197,Term Advance 10-Year,,"$16,128 ",3976,,,"$96,058 ",10,12-Jun-31,,,,,,,,,,,,,,,,
4008,"$7,850 ",6.22 x LTM,"$1,262 ","$1,257 ",,11.62 Years,28,Term Advance 10-Year,,"$3,268 ",4008,,,,9.65,4-Feb-31,,,,"$14,911 ",,,,,,,,,,,,
3992,"$6,500 ",12.92 x LTM,$503 ,$804 ,,2.25 Years,93,Life of Rights,,$503 ,3992,,,,,,"$3,266 ",,,,,,,,,,,,,,,
3978,"$7,000 ",5.33 x LTM,"$1,314 ","$1,496 ","$18,763 ",5.75 Years,184,Term Advance 10-Year,,"$1,314 ",3978,,,,10,5-Jun-31,,,,,,,,,,,,,,,,
3958,"$101,000 ",5.12 x LTM,"$19,727 ","$23,714 ",,11.51 Years,79,Term Advance 10-Year,,"$100,000 ",3958,,,,10,3-Jun-31,,,,"$808,309 ",,,,,,,,,,,,
3954,"$335,000 ",4.89 x LTM,"$68,548 ","$69,758 ",,5.66 Years,170,Life of Rights,,"$68,548 ",3954,,,,,,,,,,,,,,,"$770,587 ",,,,,,
3940,"$12,000 ",8.76 x LTM,"$1,370 ","$2,028 ",,12.77 Years,26,Life of Rights,,"$1,370 ",3940,,"$36,876 ",,,,,,,,,,,,,,,,,,,
3937,"$16,500 ",4.20 x LTM,"$3,926 ","$3,921 ",,2.92 Years,312,Life of Rights,,"$3,926 ",3937,,,,,,"$17,793 ",,,,,,,,,,,,,,,
3938,"$50,000 ",4.70 x LTM,"$10,641 ",—,,1.54 Years,9,Life of Rights,,"$15,000 ",3938,,,,,,,,,,,"$12,491 ",,,,,,,,,,
3935,"$124,999 ",4.40 x LTM,"$28,401 ","$27,436 ",,2.40 Years,9,Life of Rights,,"$75,000 ",3935,,,,,,,,,,,,,,,,"$89,520 ",,,,,
3936,"$45,000 ",4.88 x LTM,"$9,225 ","$9,869 ",,2.67 Years,19,Life of Rights,,"$25,000 ",3936,,,,,,,,,,,,,,,,"$29,810 ",,,,,
3929,"$2,250 ",4.00 x LTM,$562 ,—,,1.00 Years,,Life of Rights,,$562 ,3929,,,,,,,,,,$562 ,,1,,,,,,,,,
3829,"$36,232 ",8.62 x LTM,"$4,202 ","$17,907 ",,3.25 Years,,Life of Rights,,"$31,999 ",3829,,,,,,,,,,,,1,,,,,"$53,720 ",,,,
3903,"$14,000 ",3.95 x LTM,"$3,546 ",—,,1.49 Years,,Term Advance 30-Year,,"$3,546 ",3903,,,,30,22-Apr-51,,,,,"$4,265 ",,1,,,,,,,,,
3904,"$14,100 ",3.75 x LTM,"$3,763 ",—,,1.49 Years,,Term Advance 30-Year,,"$3,763 ",3904,,,,30,21-Apr-51,,,,,"$4,482 ",,1,,,,,,,,,
3897,"$92,000 ",4.07 x LTM,"$22,605 ","$17,854 ",,9.75 Years,109,Term Advance 10-Year,,"$85,000 ",3897,,,,10,16-Apr-31,,,,"$477,040 ",,,,,,,,,,,,
3887,"$173,500 ",5.29 x LTM,"$32,805 ","$40,959 ",,4.00 Years,,Life of Rights,,"$100,000 ",3887,,,,,,,,,,,,1,,,,"$249,006 ",,,,,
3690,"$350,000 ",12.23 x LTM,"$28,616 ","$27,538 ",,9.84 Years,201,Life of Rights,,"$300,000 ",3690,,,,,,,,,,,,,,,"$187,978 ",,,,,,
3254,"$4,348 ",13.04 x LTM,$333 ,$922 ,,4.50 Years,2,Term Advance 10-Year,,"$3,275 ",3254,,,,7.6,14-Nov-28,,,,,,,,,"$4,585 ",,,,,,,
3890,"$76,000 ",2.82 x LTM,"$26,953 ",—,,1.16 Years,4,Life of Rights,,"$30,000 ",3890,,,,,,,,,,,"$26,953 ",,,,,,,,,,
